p
-0.207211
-0.107988
-0.105961
-0.105883
-0.103242
-0.103538
-0.102609
-0.102137
-0.100516
-0.10008
-0.0990204
-0.0986871
-0.0973683
-0.0955808
-0.0948622
-0.0950018
-0.0946517
-0.0932481
-0.0927054
-0.0930938
-0.0925867
-0.092503
-0.091886
-0.0920971
-0.0917502
-0.091855
-0.0920575
-0.0922076
-0.0922632
-0.0924908
-0.0927539
-0.093407
-0.0938763
-0.0946406
-0.0952229
-0.0975809
-0.0983808
-0.100254
-0.103572
-0.107336
-0.108744
-0.11025
-0.111786
-0.116775
-0.11859
-0.122467
-0.124653
-0.12915
-0.131448
-0.138607
-0.141061
-0.143412
-0.146089
-0.151722
-0.154554
-0.160418
-0.163456
-0.166575
-0.172196
-0.175683
-0.185436
-0.188723
-0.198426
-0.201684
-0.204896
-0.211492
-0.214092
-0.221813
-0.224176
-0.234634
-0.241236
-0.244391
-0.254364
-0.263314
-0.266483
-0.271945
-0.274267
-0.27997
-0.282736
-0.285774
-0.290905
-0.295614
-0.298782
-0.300397
-0.305364
-0.308443
-0.309147
-0.310005
-0.315708
-0.315771
-0.319832
-0.323418
-0.325283
-0.328256
-0.328907
-0.332672
-0.333238
-0.336084
-0.340543
-0.342928
-0.342933
-0.349481
-0.348472
-0.35443
-0.355267
-0.356722
-0.359278
-0.36232
-0.363646
-0.364937
-0.368657
-0.369843
-0.37482
-0.373917
-0.374282
-0.380225
-0.381268
-0.381866
-0.386052
-0.385834
-0.387508
-0.390067
-0.391814
-0.39294
-0.396069
-0.3971
-0.401777
-0.402813
-0.402975
-0.405877
-0.407295
-0.409842
-0.41117
-0.411949
-0.414346
-0.416572
-0.416839
-0.419168
-0.419611
-0.420426
-0.421481
-0.42231
-0.42272
-0.423082
-0.423504
-0.423688
-0.423908
-0.424177
-0.424309
-0.423122
-0.423302
-0.423571
-0.42325
-0.423119
-0.422669
-0.42209
-0.421631
-0.421394
-0.42108
-0.420915
-0.420889
-0.421793
-0.422833
-0.426015
-0.419502
-0.176979
-0.166465
-0.155885
-0.152882
-0.149556
-0.147753
-0.144187
-0.142399
-0.142473
-0.138967
-0.138849
-0.136331
-0.134916
-0.136029
-0.133537
-0.132179
-0.131815
-0.130538
-0.129388
-0.12826
-0.127795
-0.126642
-0.125199
-0.124166
-0.122754
-0.121665
-0.121236
-0.121332
-0.120847
-0.119165
-0.118304
-0.118754
-0.116763
-0.116055
-0.115737
-0.113859
-0.11257
-0.112099
-0.111551
-0.109442
-0.108747
-0.109131
