p
-0.195656
-0.0675884
-0.0679919
-0.0682155
-0.0688396
-0.0683509
-0.0693235
-0.0701142
-0.0704988
-0.0709198
-0.0713537
-0.0722106
-0.0727104
-0.0733991
-0.0740077
-0.0745615
-0.0749699
-0.0758466
-0.0770705
-0.0777549
-0.0782932
-0.0799565
-0.0805197
-0.0812113
-0.0825166
-0.0833404
-0.0847547
-0.0864127
-0.0872791
-0.0881234
-0.0898146
-0.0906926
-0.0925637
-0.0935671
-0.0954653
-0.0966144
-0.0978474
-0.100026
-0.101181
-0.103685
-0.106308
-0.107693
-0.109095
-0.111896
-0.113334
-0.114813
-0.116295
-0.117844
-0.120899
-0.122492
-0.12571
-0.127453
-0.13103
-0.132963
-0.134815
-0.138534
-0.140395
-0.142062
-0.144021
-0.148305
-0.150406
-0.154761
-0.156978
-0.159285
-0.163177
-0.165825
-0.170341
-0.173002
-0.175425
-0.180135
-0.182511
-0.184919
-0.187288
-0.19226
-0.19412
-0.200226
-0.201939
-0.207968
-0.210288
-0.215677
-0.218294
-0.223465
-0.226769
-0.231814
-0.234665
-0.237528
-0.242601
-0.244839
-0.250349
-0.253087
-0.256105
-0.261418
-0.266488
-0.269818
-0.27178
-0.277389
-0.280808
-0.281983
-0.283364
-0.289935
-0.290637
-0.295184
-0.299957
-0.302474
-0.306716
-0.308098
-0.312539
-0.314429
-0.317991
-0.323826
-0.327608
-0.328238
-0.331349
-0.336901
-0.33642
-0.343798
-0.345702
-0.347714
-0.350695
-0.351686
-0.357058
-0.358742
-0.361496
-0.363473
-0.364927
-0.370555
-0.36968
-0.37012
-0.37653
-0.377578
-0.378129
-0.382358
-0.381929
-0.383503
-0.386072
-0.387708
-0.388622
-0.390577
-0.391087
-0.391858
-0.396047
-0.396477
-0.396294
-0.398883
-0.399641
-0.401839
-0.402516
-0.402928
-0.404656
-0.406223
-0.406169
-0.407861
-0.408005
-0.408528
-0.409064
-0.409402
-0.409587
-0.409737
-0.409787
-0.409799
-0.409857
-0.409582
-0.409715
-0.409625
-0.408394
-0.408653
-0.408272
-0.408081
-0.407537
-0.40694
-0.406464
-0.406207
-0.405864
-0.405695
-0.405668
-0.406561
-0.407587
-0.409074
-0.410766
-0.40426
-0.0955691
-0.0870334
-0.0830681
-0.0799867
-0.0780561
-0.0759974
-0.0749385
-0.0738337
-0.0730435
-0.0719978
-0.072331
-0.0702196
-0.0703845
-0.0686653
-0.0678698
-0.0690303
-0.067509
-0.0666989
-0.0666765
-0.0665028
-0.0664558
-0.0660847
-0.0654395
-0.0653521
-0.0653587
-0.0653605
-0.0647542
-0.0651828
-0.0650496
-0.0641975
-0.0650083
-0.0645148
-0.0645787
-0.0652013
-0.0642063
-0.0639375
-0.0648407
-0.0648102
-0.0647032
-0.0652314
-0.0655412
-0.0653515
-0.0657334
-0.065926
-0.0661772
-0.0663726
-0.0659215
-0.0660444
-0.0667612
