p
-0.198769
-0.0414481
-0.0423113
-0.0427691
-0.0438812
-0.0434951
-0.0451147
-0.0467303
-0.0475281
-0.0487097
-0.0495654
-0.0514077
-0.0524451
-0.0541472
-0.0553558
-0.0569096
-0.0578295
-0.0594007
-0.0619127
-0.0637504
-0.0648962
-0.067918
-0.0691303
-0.0704723
-0.0731172
-0.0746043
-0.0773569
-0.0803712
-0.0818794
-0.0833944
-0.0863918
-0.087902
-0.0910011
-0.092606
-0.0956704
-0.0973718
-0.0991445
-0.102366
-0.104052
-0.107559
-0.111048
-0.112805
-0.114551
-0.117971
-0.119708
-0.121454
-0.123186
-0.125017
-0.128419
-0.130172
-0.133601
-0.135373
-0.139004
-0.140981
-0.142814
-0.146347
-0.148084
-0.149554
-0.151318
-0.155206
-0.157054
-0.160843
-0.162727
-0.164688
-0.167774
-0.170027
-0.17368
-0.175864
-0.177803
-0.18148
-0.183327
-0.185193
-0.187015
-0.190867
-0.192187
-0.197073
-0.198259
-0.203059
-0.204818
-0.209043
-0.211103
-0.215187
-0.217883
-0.221908
-0.224247
-0.226601
-0.230793
-0.232669
-0.237372
-0.239745
-0.242384
-0.247103
-0.251702
-0.25475
-0.25662
-0.26193
-0.265199
-0.26642
-0.267882
-0.274307
-0.27524
-0.27972
-0.284754
-0.287454
-0.292149
-0.293898
-0.298487
-0.301132
-0.304957
-0.311446
-0.316098
-0.317207
-0.320773
-0.327241
-0.327312
-0.335691
-0.338671
-0.34124
-0.345278
-0.346891
-0.353299
-0.355538
-0.358858
-0.361865
-0.363824
-0.37056
-0.370029
-0.370901
-0.378394
-0.38017
-0.381074
-0.386115
-0.385966
-0.387924
-0.390818
-0.392735
-0.393925
-0.396347
-0.397025
-0.397972
-0.402627
-0.403222
-0.403076
-0.405859
-0.406693
-0.409016
-0.409694
-0.410087
-0.41182
-0.413342
-0.413209
-0.414822
-0.414882
-0.415336
-0.415711
-0.415869
-0.415964
-0.416025
-0.415891
-0.415814
-0.415699
-0.415334
-0.415387
-0.415148
-0.413818
-0.413947
-0.413494
-0.41324
-0.412574
-0.411919
-0.411387
-0.411079
-0.410648
-0.410439
-0.410345
-0.411191
-0.412199
-0.413678
-0.415389
-0.408737
-0.0495372
-0.0469735
-0.0460295
-0.0467361
-0.0461082
-0.0452124
-0.0450422
-0.0453544
-0.0450334
-0.0445103
-0.0453984
-0.0437155
-0.044191
-0.0423462
-0.0416606
-0.0432687
-0.0415942
-0.0406854
-0.0407331
-0.040585
-0.0405874
-0.0400945
-0.0392345
-0.0390869
-0.0390043
-0.0389459
-0.0379713
-0.038504
-0.0381251
-0.0369141
-0.0378414
-0.0370607
-0.0371044
-0.0378705
-0.0363116
-0.0358434
-0.0371155
-0.0369384
-0.0367227
-0.0373854
-0.0378416
-0.0375303
-0.0381298
-0.0384568
-0.0388542
-0.0392106
-0.0387525
-0.0389499
-0.0400315
